bin,low,high,numu_flux,numubar_flux,nue_flux,nuebar_flux
314,15.700000000000001,15.75,7160.11328125,0.0,0.0,0.0
315,15.75,15.8,3598.6878662109375,0.0,0.0,0.0
316,15.8,15.850000000000001,3619.2738037109375,0.0,0.0,0.0
317,15.850000000000001,15.9,1820.848388671875,0.0,0.0,0.0
318,15.9,15.950000000000001,1833.5203857421875,0.0,0.0,0.0
319,15.950000000000001,16.0,3684.9793701171875,0.0,0.0,0.0
320,16.0,16.05,3721.90380859375,0.0,0.0,0.0
321,16.05,16.1,3738.7669677734375,0.0,0.0,0.0
322,16.1,16.150000000000002,3768.6156005859375,0.0,0.0,0.0
323,16.150000000000002,16.2,3781.2550048828125,0.0,0.0,0.0
324,16.2,16.25,5717.5865478515625,0.0,0.0,0.0
325,16.25,16.3,1918.135498046875,0.0,0.0,0.0
326,16.3,16.35,5785.29296875,1928.87353515625,0.0,0.0
327,16.35,16.400000000000002,11648.980590820312,0.0,0.0,0.0
328,16.400000000000002,16.45,3904.532958984375,0.0,0.0,0.0
329,16.45,16.5,3924.51513671875,0.0,0.0,0.0
330,16.5,16.55,1978.26171875,0.0,0.0,0.0
331,16.55,16.6,0.0,0.0,0.0,0.0
332,16.6,16.650000000000002,2003.04345703125,0.0,0.0,0.0
333,16.650000000000002,16.7,0.0,0.0,800.9812622070312,800.9812622070312
334,16.7,16.75,2021.2777099609375,0.0,0.0,0.0
335,16.75,16.8,0.0,0.0,0.0,0.0
336,16.8,16.85,0.0,0.0,0.0,0.0
337,16.85,16.900000000000002,6177.414306640625,0.0,0.0,0.0
338,16.900000000000002,16.95,2067.306396484375,0.0,0.0,0.0
339,16.95,17.0,0.0,0.0,0.0,0.0
340,17.0,17.05,4195.564697265625,0.0,0.0,0.0
341,17.05,17.1,4214.867431640625,0.0,0.0,0.0
342,17.1,17.150000000000002,0.0,0.0,0.0,0.0
343,17.150000000000002,17.2,2136.845703125,0.0,0.0,0.0
344,17.2,17.25,0.0,0.0,0.0,0.0
345,17.25,17.3,0.0,0.0,0.0,0.0
346,17.3,17.35,0.0,0.0,0.0,0.0
347,17.35,17.400000000000002,2181.423095703125,0.0,0.0,0.0
348,17.400000000000002,17.45,2194.323486328125,0.0,0.0,0.0
349,17.45,17.5,0.0,0.0,0.0,0.0
350,17.5,17.55,0.0,0.0,0.0,0.0
351,17.55,17.6,0.0,0.0,0.0,0.0
352,17.6,17.650000000000002,0.0,0.0,0.0,0.0
353,17.650000000000002,17.7,0.0,0.0,0.0,0.0
354,17.7,17.75,2268.256103515625,0.0,0.0,0.0
355,17.75,17.8,4560.499267578125,0.0,0.0,0.0
356,17.8,17.85,2294.25146484375,0.0,0.0,0.0
357,17.85,17.900000000000002,0.0,0.0,0.0,0.0
358,17.900000000000002,17.95,0.0,0.0,0.0,0.0
359,17.95,18.0,0.0,0.0,0.0,0.0
360,18.0,18.05,0.0,0.0,0.0,0.0
361,18.05,18.1,2364.720703125,0.0,0.0,0.0
362,18.1,18.150000000000002,0.0,2381.837158203125,0.0,0.0
363,18.150000000000002,18.2,2384.744140625,0.0,0.0,0.0
364,18.2,18.25,0.0,0.0,0.0,0.0
365,18.25,18.3,0.0,0.0,0.0,0.0
366,18.3,18.35,0.0,0.0,0.0,0.0
367,18.35,18.400000000000002,0.0,0.0,0.0,0.0
368,18.400000000000002,18.45,0.0,0.0,0.0,0.0
369,18.45,18.5,0.0,0.0,0.0,0.0
370,18.5,18.55,2487.138916015625,0.0,0.0,0.0
371,18.55,18.6,0.0,0.0,0.0,0.0
372,18.6,18.650000000000002,0.0,0.0,0.0,0.0
373,18.650000000000002,18.7,2520.283203125,0.0,0.0,0.0
374,18.7,18.75,0.0,0.0,0.0,0.0
375,18.75,18.8,0.0,0.0,0.0,0.0
376,18.8,18.85,0.0,0.0,0.0,0.0
377,18.85,18.900000000000002,0.0,0.0,0.0,0.0
378,18.900000000000002,18.95,0.0,0.0,0.0,0.0
379,18.95,19.0,0.0,0.0,0.0,0.0
380,19.0,19.05,0.0,0.0,0.0,0.0
381,19.05,19.1,0.0,0.0,0.0,0.0
382,19.1,19.150000000000002,0.0,0.0,0.0,0.0
383,19.150000000000002,19.200000000000003,2657.515869140625,0.0,0.0,0.0
384,19.200000000000003,19.25,0.0,0.0,0.0,0.0
385,19.25,19.3,0.0,0.0,0.0,0.0
386,19.3,19.35,0.0,0.0,0.0,0.0
387,19.35,19.400000000000002,0.0,0.0,0.0,0.0
388,19.400000000000002,19.450000000000003,0.0,0.0,0.0,0.0
389,19.450000000000003,19.5,0.0,0.0,0.0,0.0
390,19.5,19.55,0.0,0.0,0.0,0.0
391,19.55,19.6,0.0,0.0,0.0,0.0
392,19.6,19.650000000000002,2785.257080078125,2780.473876953125,0.0,0.0
393,19.650000000000002,19.700000000000003,0.0,0.0,0.0,0.0
394,19.700000000000003,19.75,0.0,0.0,0.0,0.0
395,19.75,19.8,0.0,0.0,0.0,0.0
396,19.8,19.85,0.0,0.0,0.0,0.0
397,19.85,19.900000000000002,2850.342041015625,0.0,0.0,0.0
398,19.900000000000002,19.950000000000003,0.0,0.0,0.0,0.0
399,19.950000000000003,20.0,0.0,0.0,0.0,0.0
400,20.0,20.05,0.0,0.0,0.0,0.0
401,20.05,20.1,0.0,0.0,0.0,0.0
402,20.1,20.150000000000002,0.0,0.0,0.0,0.0
403,20.150000000000002,20.200000000000003,0.0,0.0,0.0,0.0
404,20.200000000000003,20.25,0.0,0.0,0.0,0.0
405,20.25,20.3,0.0,0.0,0.0,0.0
406,20.3,20.35,0.0,0.0,0.0,0.0
407,20.35,20.400000000000002,0.0,0.0,0.0,0.0
408,20.400000000000002,20.450000000000003,0.0,0.0,0.0,0.0
409,20.450000000000003,20.5,0.0,0.0,0.0,0.0
410,20.5,20.55,0.0,0.0,0.0,0.0
411,20.55,20.6,0.0,0.0,0.0,0.0
412,20.6,20.650000000000002,0.0,0.0,0.0,0.0
413,20.650000000000002,20.700000000000003,0.0,0.0,0.0,0.0
414,20.700000000000003,20.75,0.0,0.0,0.0,0.0
415,20.75,20.8,0.0,0.0,0.0,0.0
416,20.8,20.85,0.0,0.0,0.0,0.0
417,20.85,20.900000000000002,0.0,0.0,0.0,0.0
418,20.900000000000002,20.950000000000003,0.0,0.0,0.0,0.0
419,20.950000000000003,21.0,0.0,0.0,0.0,0.0
420,21.0,21.05,0.0,0.0,0.0,0.0
421,21.05,21.1,0.0,0.0,0.0,0.0
422,21.1,21.150000000000002,0.0,0.0,0.0,0.0
423,21.150000000000002,21.200000000000003,0.0,0.0,0.0,0.0
424,21.200000000000003,21.25,0.0,0.0,0.0,0.0
425,21.25,21.3,0.0,0.0,0.0,0.0
426,21.3,21.35,0.0,0.0,0.0,0.0
427,21.35,21.400000000000002,0.0,0.0,0.0,0.0
428,21.400000000000002,21.450000000000003,0.0,0.0,0.0,0.0
429,21.450000000000003,21.5,0.0,0.0,0.0,0.0
430,21.5,21.55,0.0,0.0,0.0,0.0
431,21.55,21.6,0.0,0.0,0.0,0.0
432,21.6,21.650000000000002,0.0,0.0,0.0,0.0
433,21.650000000000002,21.700000000000003,0.0,0.0,0.0,0.0
434,21.700000000000003,21.75,0.0,0.0,0.0,0.0
435,21.75,21.8,0.0,0.0,0.0,0.0
436,21.8,21.85,0.0,0.0,0.0,0.0
437,21.85,21.900000000000002,0.0,0.0,0.0,0.0
438,21.900000000000002,21.950000000000003,0.0,0.0,0.0,0.0
439,21.950000000000003,22.0,0.0,0.0,0.0,0.0
440,22.0,22.05,0.0,0.0,0.0,0.0
441,22.05,22.1,0.0,0.0,0.0,0.0
442,22.1,22.150000000000002,0.0,0.0,0.0,0.0
443,22.150000000000002,22.200000000000003,0.0,0.0,0.0,0.0
444,22.200000000000003,22.25,0.0,0.0,0.0,0.0
445,22.25,22.3,0.0,0.0,0.0,0.0
446,22.3,22.35,0.0,0.0,0.0,0.0
447,22.35,22.400000000000002,0.0,0.0,0.0,0.0
448,22.400000000000002,22.450000000000003,0.0,0.0,0.0,0.0
449,22.450000000000003,22.5,0.0,0.0,0.0,0.0
450,22.5,22.55,0.0,0.0,0.0,0.0
451,22.55,22.6,0.0,0.0,0.0,0.0
452,22.6,22.650000000000002,0.0,0.0,0.0,0.0
453,22.650000000000002,22.700000000000003,0.0,0.0,0.0,0.0
454,22.700000000000003,22.75,0.0,0.0,0.0,0.0
455,22.75,22.8,0.0,0.0,0.0,0.0
456,22.8,22.85,0.0,0.0,0.0,0.0
457,22.85,22.900000000000002,0.0,0.0,0.0,0.0
458,22.900000000000002,22.950000000000003,0.0,0.0,0.0,0.0
459,22.950000000000003,23.0,0.0,0.0,0.0,0.0
460,23.0,23.05,0.0,0.0,0.0,0.0
461,23.05,23.1,0.0,0.0,0.0,0.0
462,23.1,23.150000000000002,0.0,0.0,0.0,0.0
463,23.150000000000002,23.200000000000003,0.0,0.0,0.0,0.0
464,23.200000000000003,23.25,0.0,0.0,0.0,0.0
465,23.25,23.3,0.0,0.0,0.0,0.0
466,23.3,23.35,0.0,0.0,0.0,0.0
467,23.35,23.400000000000002,0.0,0.0,0.0,0.0
468,23.400000000000002,23.450000000000003,0.0,0.0,0.0,0.0
469,23.450000000000003,23.5,0.0,0.0,0.0,0.0
470,23.5,23.55,0.0,0.0,0.0,0.0
471,23.55,23.6,0.0,0.0,0.0,0.0
472,23.6,23.650000000000002,0.0,0.0,0.0,0.0
473,23.650000000000002,23.700000000000003,0.0,0.0,0.0,0.0
474,23.700000000000003,23.75,0.0,0.0,0.0,0.0
475,23.75,23.8,0.0,0.0,0.0,0.0
476,23.8,23.85,0.0,0.0,0.0,0.0
477,23.85,23.900000000000002,0.0,0.0,0.0,0.0
478,23.900000000000002,23.950000000000003,0.0,0.0,0.0,0.0
479,23.950000000000003,24.0,0.0,0.0,0.0,0.0
480,24.0,24.05,0.0,0.0,0.0,0.0
481,24.05,24.1,0.0,0.0,0.0,0.0
482,24.1,24.150000000000002,0.0,0.0,0.0,0.0
483,24.150000000000002,24.200000000000003,0.0,0.0,0.0,0.0
484,24.200000000000003,24.25,0.0,0.0,0.0,0.0
485,24.25,24.3,0.0,0.0,0.0,0.0
486,24.3,24.35,0.0,0.0,0.0,0.0
487,24.35,24.400000000000002,0.0,0.0,0.0,0.0
488,24.400000000000002,24.450000000000003,0.0,0.0,0.0,0.0
489,24.450000000000003,24.5,0.0,0.0,0.0,0.0
490,24.5,24.55,0.0,0.0,0.0,0.0
491,24.55,24.6,0.0,0.0,0.0,0.0
492,24.6,24.650000000000002,0.0,0.0,0.0,0.0
493,24.650000000000002,24.700000000000003,0.0,0.0,0.0,0.0
494,24.700000000000003,24.75,0.0,0.0,0.0,0.0
495,24.75,24.8,0.0,0.0,0.0,0.0
496,24.8,24.85,0.0,0.0,0.0,0.0
497,24.85,24.900000000000002,0.0,0.0,0.0,0.0
498,24.900000000000002,24.950000000000003,0.0,0.0,0.0,0.0
499,24.950000000000003,25.0,0.0,0.0,0.0,0.0
500,25.0,25.05,0.0,0.0,0.0,0.0
501,25.05,25.1,0.0,0.0,0.0,0.0
502,25.1,25.150000000000002,0.0,0.0,0.0,0.0
503,25.150000000000002,25.200000000000003,0.0,0.0,0.0,0.0
504,25.200000000000003,25.25,0.0,0.0,0.0,0.0
505,25.25,25.3,0.0,0.0,0.0,0.0
506,25.3,25.35,0.0,0.0,0.0,0.0
507,25.35,25.400000000000002,0.0,0.0,0.0,0.0
508,25.400000000000002,25.450000000000003,0.0,0.0,0.0,0.0
509,25.450000000000003,25.5,0.0,0.0,0.0,0.0
510,25.5,25.55,0.0,0.0,0.0,0.0
511,25.55,25.6,0.0,0.0,0.0,0.0
512,25.6,25.650000000000002,0.0,0.0,0.0,0.0
513,25.650000000000002,25.700000000000003,0.0,0.0,0.0,0.0
514,25.700000000000003,25.75,0.0,0.0,0.0,0.0
515,25.75,25.8,0.0,0.0,0.0,0.0
516,25.8,25.85,0.0,0.0,0.0,0.0
517,25.85,25.900000000000002,0.0,0.0,0.0,0.0
518,25.900000000000002,25.950000000000003,0.0,0.0,0.0,0.0
519,25.950000000000003,26.0,0.0,0.0,0.0,0.0
520,26.0,26.05,0.0,0.0,0.0,0.0
521,26.05,26.1,0.0,0.0,0.0,0.0
522,26.1,26.150000000000002,0.0,0.0,0.0,0.0
523,26.150000000000002,26.200000000000003,0.0,0.0,0.0,0.0
524,26.200000000000003,26.25,0.0,0.0,0.0,0.0
525,26.25,26.3,0.0,0.0,0.0,0.0
526,26.3,26.35,0.0,0.0,0.0,0.0
527,26.35,26.400000000000002,0.0,0.0,0.0,0.0
528,26.400000000000002,26.450000000000003,0.0,0.0,0.0,0.0
529,26.450000000000003,26.5,0.0,0.0,0.0,0.0
530,26.5,26.55,0.0,0.0,0.0,0.0
531,26.55,26.6,0.0,0.0,0.0,0.0
532,26.6,26.650000000000002,0.0,0.0,0.0,0.0
533,26.650000000000002,26.700000000000003,0.0,0.0,0.0,0.0
534,26.700000000000003,26.75,0.0,0.0,0.0,0.0
535,26.75,26.8,0.0,0.0,0.0,0.0
536,26.8,26.85,0.0,0.0,0.0,0.0
537,26.85,26.900000000000002,0.0,0.0,0.0,0.0
538,26.900000000000002,26.950000000000003,0.0,0.0,0.0,0.0
539,26.950000000000003,27.0,0.0,0.0,0.0,0.0
540,27.0,27.05,0.0,0.0,0.0,0.0
541,27.05,27.1,0.0,0.0,0.0,0.0
542,27.1,27.150000000000002,0.0,0.0,0.0,0.0
543,27.150000000000002,27.200000000000003,0.0,0.0,0.0,0.0
544,27.200000000000003,27.25,0.0,0.0,0.0,0.0
545,27.25,27.3,0.0,0.0,0.0,0.0
546,27.3,27.35,0.0,0.0,0.0,0.0
547,27.35,27.400000000000002,0.0,0.0,0.0,0.0
548,27.400000000000002,27.450000000000003,0.0,0.0,0.0,0.0
549,27.450000000000003,27.5,0.0,0.0,0.0,0.0
550,27.5,27.55,0.0,0.0,0.0,0.0
551,27.55,27.6,0.0,0.0,0.0,0.0
552,27.6,27.650000000000002,0.0,0.0,0.0,0.0
553,27.650000000000002,27.700000000000003,0.0,0.0,0.0,0.0
554,27.700000000000003,27.75,0.0,0.0,0.0,0.0
555,27.75,27.8,0.0,0.0,0.0,0.0
556,27.8,27.85,0.0,0.0,0.0,0.0
557,27.85,27.900000000000002,0.0,0.0,0.0,0.0
558,27.900000000000002,27.950000000000003,0.0,0.0,0.0,0.0
559,27.950000000000003,28.0,0.0,0.0,0.0,0.0
560,28.0,28.05,0.0,0.0,0.0,0.0
561,28.05,28.1,0.0,0.0,0.0,0.0
562,28.1,28.150000000000002,0.0,0.0,0.0,0.0
563,28.150000000000002,28.200000000000003,0.0,0.0,0.0,0.0
564,28.200000000000003,28.25,0.0,0.0,0.0,0.0
565,28.25,28.3,0.0,0.0,0.0,0.0
566,28.3,28.35,0.0,0.0,0.0,0.0
567,28.35,28.400000000000002,0.0,0.0,0.0,0.0
568,28.400000000000002,28.450000000000003,0.0,0.0,0.0,0.0
569,28.450000000000003,28.5,0.0,0.0,0.0,0.0
570,28.5,28.55,0.0,0.0,0.0,0.0
571,28.55,28.6,0.0,0.0,0.0,0.0
572,28.6,28.650000000000002,0.0,0.0,0.0,0.0
573,28.650000000000002,28.700000000000003,0.0,0.0,0.0,0.0
574,28.700000000000003,28.75,0.0,0.0,0.0,0.0
575,28.75,28.8,0.0,0.0,0.0,0.0
576,28.8,28.85,0.0,0.0,0.0,0.0
577,28.85,28.900000000000002,0.0,0.0,0.0,0.0
578,28.900000000000002,28.950000000000003,0.0,0.0,0.0,0.0
579,28.950000000000003,29.0,0.0,0.0,0.0,0.0
580,29.0,29.05,0.0,0.0,0.0,0.0
581,29.05,29.1,0.0,0.0,0.0,0.0
582,29.1,29.150000000000002,0.0,0.0,0.0,0.0
583,29.150000000000002,29.200000000000003,0.0,0.0,0.0,0.0
584,29.200000000000003,29.25,0.0,0.0,0.0,0.0
585,29.25,29.3,0.0,0.0,0.0,0.0
586,29.3,29.35,0.0,0.0,0.0,0.0
587,29.35,29.400000000000002,0.0,0.0,0.0,0.0
588,29.400000000000002,29.450000000000003,0.0,0.0,0.0,0.0
589,29.450000000000003,29.5,0.0,0.0,0.0,0.0
590,29.5,29.55,0.0,0.0,0.0,0.0
591,29.55,29.6,0.0,0.0,0.0,0.0
592,29.6,29.650000000000002,0.0,0.0,0.0,0.0
593,29.650000000000002,29.700000000000003,0.0,0.0,0.0,0.0
594,29.700000000000003,29.75,0.0,0.0,0.0,0.0
595,29.75,29.8,0.0,0.0,0.0,0.0
596,29.8,29.85,0.0,0.0,0.0,0.0
597,29.85,29.900000000000002,0.0,0.0,0.0,0.0
598,29.900000000000002,29.950000000000003,0.0,0.0,0.0,0.0
599,29.950000000000003,30.0,0.0,0.0,0.0,0.0
